SKU,UPC,Margin Profit,"IMPORT
Price",DSP,Cost,RSP,"Set
Margin","Fresco
Earning","Fresco
Margin","Purchase
Price","Suggested
Retail Price","Retail
Margin"
GKK-PC-ABAG(MS)-ZFold6-TP,,65%,28.0,37.0,19.1,55.0,45%,9,31%,28,66,58%
GKK-PC-ABAG(MS)-ZFold6-BLK,,65%,28.0,37.0,19.1,55.0,45%,9,31%,28,66,58%
GKK-PC-BLADE-S23Ultra-TTN/GRY,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S23Ultra-PRP,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S23Ultra-BLK,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S23Ultra-GRY,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S24Ultra-TTN/GRY,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S24Ultra-PRP,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S24Ultra-BLK,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-BLADE-S24Ultra-GRY,,63%,14.0,18.4,9.9,27.0,45%,4,31%,14,32,56%
GKK-PC-AIR2-ZFlip5-CLR,,56%,9.0,10.8,6.6,15.0,45%,3,31%,10,18,47%
GKK-PC-AIR2-ZFlip5-PRP,,56%,9.0,10.8,6.6,15.0,45%,3,31%,10,18,47%
GKK-PC-AIR2-ZFlip5-GRN,,56%,9.0,10.8,6.6,15.0,45%,3,31%,10,18,47%
GKK-PC-AIR2-ZFlip5-BLK,,56%,9.0,10.8,6.6,15.0,45%,3,31%,10,18,47%
GKK-PC-AIR2-ZFlip6-CLR,,55%,10.0,11.6,7.2,16.0,45%,3,31%,10,19,45%
GKK-PC-AIR2-ZFlip6-PRP,,55%,10.0,11.6,7.2,16.0,45%,3,31%,10,19,45%
GKK-PC-AIR2-ZFlip6-GRN,,55%,10.0,11.6,7.2,16.0,45%,3,31%,10,19,45%
GKK-PC-AIR2-ZFlip6-BLK,,55%,10.0,11.6,7.2,16.0,45%,3,31%,10,19,45%
GKK-PC-AIR2(MS)-ZFlip6-PRP,,54%,12.0,14.6,9.2,20.0,45%,4,31%,13,24,44%
GKK-PC-AIR2(MS)-ZFlip6-GRN,,57%,12.0,14.3,8.6,20.0,45%,4,31%,12,24,48%
GKK-PC-AIR2(MS)-ZFlip6-CLR,,54%,12.0,14.6,9.2,20.0,45%,4,31%,13,24,44%
GKK-PC-AIR2(MS)-ZFlip6-BLK,,54%,12.0,14.6,9.2,20.0,45%,4,31%,13,24,44%
GKK-PC-AIR2(MS)-ZFlip5-PRP,,57%,12.0,14.3,8.6,20.0,45%,4,31%,12,24,48%
GKK-PC-AIR2(MS)-ZFlip5-GRN,,57%,12.0,14.3,8.6,20.0,45%,4,31%,12,24,48%
GKK-PC-AIR2(MS)-ZFlip5-CLR,,57%,12.0,14.3,8.6,20.0,45%,4,31%,12,24,48%
GKK-PC-AIR2(MS)-ZFlip5-BLK,,57%,12.0,14.3,8.6,20.0,45%,4,31%,12,24,48%
GKK-PC-UTT-ZFlip4-BLK,,62%,14.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-UTT-ZFlip4-FOR/GRN,,62%,14.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-UTT-ZFlip4-DRM/PRP,,62%,14.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-UTT-ZFold3-BLK,,58%,16.0,19.9,11.8,28.0,45%,5,31%,17,34,49%
GKK-PC-UTT-ZFold3-SLV,,58%,16.0,19.9,11.8,28.0,45%,5,31%,17,34,49%
GKK-PC-UTT-ZFold3-MNG,,58%,16.0,19.9,11.8,28.0,45%,5,31%,17,34,49%
GKK-PC-UTT-ZFold4-BLK,,62%,14.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-UTT-ZFold4-SLV,,62%,14.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-UTT-ZFold4-MIS/GLD,,62%,14.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-UTT-ZFold5-BLK,,67%,12.0,18.6,9.2,28.0,45%,4,31%,13,34,60%
GKK-PC-UTT-ZFold5-GRN,,67%,12.0,18.6,9.2,28.0,45%,4,31%,13,34,60%
GKK-PC-UTT-ZFold5-GRY,,69%,12.0,18.3,8.6,28.0,45%,4,31%,12,34,63%
GKK-PC-UT-ZFold6-BLK,,69%,12.0,18.3,8.6,28.0,45%,4,31%,12,34,63%
GKK-PC-UT-ZFold6-GRY,,69%,12.0,18.3,8.6,28.0,45%,4,31%,12,34,63%
GKK-PC-UT-ZFold6-TTN,,69%,12.0,18.3,8.6,28.0,45%,4,31%,12,34,63%
GKK-PC-UTT(SP)-ZFold5-BLK,,61%,17.0,20.9,11.8,30.0,45%,5,31%,17,36,52%
GKK-PC-UTT(SP)-ZFold5-GRN,,61%,17.0,20.9,11.8,30.0,45%,5,31%,17,36,52%
GKK-PC-UTT(SP)-ZFold5-GRY,,61%,17.0,20.9,11.8,30.0,45%,5,31%,17,36,52%
GKK-PC-UT(SP)-ZFold6-BLK,,61%,17.0,20.9,11.8,30.0,45%,5,31%,17,36,52%
GKK-PC-UT(SP)-ZFold6-GRY,,61%,17.0,20.9,11.8,30.0,45%,5,31%,17,36,52%
GKK-PC-UT(SP)-ZFold6-TTN,,61%,17.0,20.9,11.8,30.0,45%,5,31%,17,36,52%
GKK-PC-UTT(MS)-ZFold3-BLK,,53%,24.0,25.7,16.4,35.0,45%,7,31%,24,42,43%
GKK-PC-UTT(MS)-ZFold4-BLK,,59%,21.0,24.7,14.5,35.0,45%,7,31%,21,42,50%
GKK-PC-UT(SP/MS)-ZFold5-BLK,,59%,21.0,24.7,14.5,35.0,45%,7,31%,21,42,50%
GKK-PC-UTT(MS)-ZFold3-MNG,,53%,24.0,25.7,16.4,35.0,45%,7,31%,24,42,43%
GKK-PC-UTT(MS)-ZFold3-SLV,,53%,24.0,25.7,16.4,35.0,45%,7,31%,24,42,43%
GKK-PC-UTT(MS)-ZFold4-MNG,,59%,21.0,24.7,14.5,35.0,45%,7,31%,21,42,50%
GKK-PC-UTT(MS)-ZFold4-SLV,,59%,21.0,24.7,14.5,35.0,45%,7,31%,21,42,50%
GKK-PC-TIFF-ZFlip6-TTN,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip6-PNK,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip6-GRN,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip6-BLK,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip5-PRP,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip5-PNK,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip5-GRY,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip5-GRN,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip5-BLK,,62%,15.0,19.3,10.5,28.0,45%,5,31%,15,34,55%
GKK-PC-TIFF-ZFlip4-PRP,,60%,16.0,19.6,11.2,28.0,45%,5,31%,16,34,52%
GKK-PC-TIFF-ZFlip4-GRN,,60%,16.0,19.6,11.2,28.0,45%,5,31%,16,34,52%
GKK-PC-TIFF-ZFlip4-BLK,,60%,16.0,19.6,11.2,28.0,45%,5,31%,16,34,52%
GKK-PC-TIFF-ZFlip3-PRP,,60%,16.0,19.6,11.2,28.0,45%,5,31%,16,34,52%
GKK-PC-TIFF-ZFlip3-GRN,,60%,16.0,19.6,11.2,28.0,45%,5,31%,16,34,52%
GKK-PC-TIFF-ZFlip3-BLK,,60%,16.0,19.6,11.2,28.0,45%,5,31%,16,34,52%
GKK-PC-TIFF-MateX3-GRN,,53%,26.0,27.9,17.8,38.0,45%,8,31%,26,46,44%
GKK-PC-TIFF-MateX3-BLK,,53%,26.0,27.9,17.8,38.0,45%,8,31%,26,46,44%
GKK-PC-MSTAND-MateX3-BLK,,52%,41.0,44.3,27.6,58.0,45%,12,31%,40,70,42%
GKK-PC-MSTAND-MateX3-GRN,,52%,41.0,44.3,27.6,58.0,45%,12,31%,40,70,42%
GKK-PC-MSTAND-MagicVS-BLK,,52%,41.0,44.3,27.6,58.0,45%,12,31%,40,70,42%
GKK-PC-MSTAND-MagicVS-GRN,,52%,41.0,44.3,27.6,58.0,45%,12,31%,40,70,42%
GKK-PC-MSTAND-MagicV2-BLK,,59%,41.0,49.8,27.6,68.0,45%,12,31%,40,82,51%
GKK-PC-MSTAND-MagicV2-PRP,,59%,41.0,49.8,27.6,68.0,45%,12,31%,40,82,51%
7TREE-PC-SHI-XM15Ultra-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM15Ultra-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM15Pro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM15Pro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM15-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM15-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Mi14TPro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Mi14TPro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Mi14T-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Mi14T-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM14Ultra-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM14Ultra-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM14-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM14-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM13Ultra-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-XM13Ultra-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-1+11-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-1+11-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-OnePlus12-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-OnePlus12-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-HN/X9C-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-HN/X9C-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic7Pro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic7Pro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic6Pro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic6Pro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic5Pro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic5Pro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic5-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Magic5-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Honor200Pro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Honor200Pro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Honor200-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Honor200-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Honor90-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Honor90-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-iQOO12-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-iQOO12-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-IQOO13-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-IQOO13-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Pixel9A-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Pixel9A-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Pixel9Pro-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Pixel9Pro-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Pixel9ProXL-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-Pixel9ProXL-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-NTH/3APRO-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-NTH/3APRO-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-NTH/3A-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-NTH/3A-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-NTH/Phone2A-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-NTH/Phone2A-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-S24FE-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI-S24FE-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI(MS)-S24Ultra-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-S24Ultra-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-S24Plus-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-S24Plus-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-S24-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-S24-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM15Ultra-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM15Ultra-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM15Pro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM15Pro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM15-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM15-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Mi14TPro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Mi14TPro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Mi14T-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Mi14T-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM14Ultra-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM14Ultra-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM14-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM14-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM13Ultra-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-XM13Ultra-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-HN/X9C-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-HN/X9C-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic7Pro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic7Pro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic6Pro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic6Pro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic5Pro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic5Pro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic5-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Magic5-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Honor200Pro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Honor200Pro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Honor200-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Honor200-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Honor90-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Honor90-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-IQOO13-BLK,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI(MS)-IQOO13-TP,,61%,11.0,13.9,7.9,20.0,50%,4,33%,12,24,51%
7TREE-PC-SHI(MS)-Pixel9Pro-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Pixel9Pro-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Pixel9ProXL-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Pixel9ProXL-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Pixel9A-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-Pixel9A-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/3APRO-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/3APRO-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/3A-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/3A-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/Phone2A-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/Phone2A-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/Phone2-BLK,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
7TREE-PC-SHI(MS)-NTH/Phone2-TP,,55%,18.0,20.3,12.5,28.0,50%,6,33%,19,34,44%
GB-PC-QJ-NTH/3A-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NTH/3A-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NTH/3APRO-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NTH/3APRO-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NoPhone2-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NoPhone2-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NTH/Phone2A-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-NTH/Phone2A-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-CMF1-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-CMF1-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-ROG7-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-ROG7-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-ROG8/8Pro-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-ROG8/8Pro-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-ROG9-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-ROG9-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-RMagic10Pro-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-RMagic10Pro-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-RMagic9-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-RMagic9-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-RMagic8-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-RMagic8-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-IQOO/13-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-IQOO/13-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-IQ/Z9X-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-IQ/Z9X-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-IQOO/12-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-IQOO/12-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Honor200Pro-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Honor200Pro-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Honor200-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Honor200-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-HN/X9B-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-HN/X9B-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-HN/X9C-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-HN/X9C-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-HN/SMARTX9C-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-HN/SMARTX9C-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Smart/X7c-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Smart/X7c-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Magic7Pro-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Magic7Pro-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel9Pro-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel9Pro-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel9ProXL-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel9ProXL-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel9A-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel9A-CLR/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
GB-PC-QJ-Pixel10/10Pro-MAT/BLK,,72%,7.5,12.8,5.6,20.0,50%,3,33%,8,24,65%
